2025-05-25 10:08:44 root         INFO     Starting GetRecords Consumer
2025-05-25 10:09:16 root         INFO     Produced record 49663623045524445412443812995690843543500715693424246786 to Shard shardId-000000000000


2025-05-25 10:09:16 root         INFO     Read User Session {'session_id': '6665faae-2bea-4855-91a9-0639b75cd8bf', 'customer_number': 208, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 110907, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S50_4713', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_4409', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S700_1691', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49663622084629936298149092661081546319819867241828057090
2025-05-25 10:09:16 root         INFO     Processed User Session {'session_id': '6665faae-2bea-4855-91a9-0639b75cd8bf', 'customer_number': 208, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 110907, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S50_4713', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_4409', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S700_1691', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 16, 641249), 'overall_product_quantity': 31, 'overall_in_shopping_cart': 13, 'total_different_products': 5}
2025-05-25 10:09:16 root         INFO     Produced record 49663623045524445412443812995711395282434164389394251778 to Shard shardId-000000000000


2025-05-25 10:09:16 root         INFO     Read User Session {'session_id': '52c1a005-9f17-42fb-87e2-9e24db46bfa5', 'customer_number': 375, 'city': 'Leipzig', 'country': 'Germany', 'credit_limit': 107526, 'browse_history': [{'product_code': 'S24_3432', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_2432', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4600', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S32_1268', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S24_3191', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49663622084629936298149092696724306259517981329994022914
2025-05-25 10:09:16 root         INFO     Processed User Session {'session_id': '52c1a005-9f17-42fb-87e2-9e24db46bfa5', 'customer_number': 375, 'city': 'Leipzig', 'country': 'Germany', 'credit_limit': 107526, 'browse_history': [{'product_code': 'S24_3432', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_2432', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4600', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S32_1268', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S24_3191', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 16, 666199), 'overall_product_quantity': 26, 'overall_in_shopping_cart': 0, 'total_different_products': 5}
2025-05-25 10:09:16 root         INFO     Produced record 49663623045524445412443812995760961241038364185557204994 to Shard shardId-000000000000


2025-05-25 10:09:16 root         INFO     Read User Session {'session_id': '8201595f-185b-423c-a559-7c5efe5f1f22', 'customer_number': 435, 'city': 'Montréal', 'country': 'Canada', 'credit_limit': 121226, 'browse_history': [{'product_code': 'S10_4757', 'quantity': '5', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49663622084652237043347623361865133877022474563070459922
2025-05-25 10:09:16 root         INFO     Processed User Session {'session_id': '8201595f-185b-423c-a559-7c5efe5f1f22', 'customer_number': 435, 'city': 'Montréal', 'country': 'Canada', 'credit_limit': 121226, 'browse_history': [{'product_code': 'S10_4757', 'quantity': '5', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 16, 739149), 'overall_product_quantity': 5, 'overall_in_shopping_cart': 5, 'total_different_products': 1}
2025-05-25 10:09:16 root         INFO     Produced record 49663623045524445412443812995936255484882485415889600514 to Shard shardId-000000000000


2025-05-25 10:09:16 root         INFO     Read User Session {'session_id': 'b96deb00-ea30-4b76-897d-cbe44e6b6568', 'customer_number': 213, 'city': 'Brisbane', 'country': 'USA', 'credit_limit': 84689, 'browse_history': [{'product_code': 'S18_3259', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_2319', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S700_1138', 'quantity': '6', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49663622084652237043347623365082085483017003690316791826
2025-05-25 10:09:16 root         INFO     Processed User Session {'session_id': 'b96deb00-ea30-4b76-897d-cbe44e6b6568', 'customer_number': 213, 'city': 'Brisbane', 'country': 'USA', 'credit_limit': 84689, 'browse_history': [{'product_code': 'S18_3259', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_2319', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S700_1138', 'quantity': '6', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 16, 763063), 'overall_product_quantity': 17, 'overall_in_shopping_cart': 10, 'total_different_products': 3}
2025-05-25 10:09:16 root         INFO     Produced record 49663623045524445412431876190505667592612919536028483586 to Shard shardId-000000000000


2025-05-25 10:09:16 root         INFO     Read User Session {'session_id': 'ce41088f-e9b9-443a-87e5-16139347db58', 'customer_number': 394, 'city': 'Fribourg', 'country': 'Switzerland', 'credit_limit': 91377, 'browse_history': [{'product_code': 'S24_1785', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S24_3420', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S700_1138', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S10_2016', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49663622084674537788546153955218737399990649889333706786
2025-05-25 10:09:16 root         INFO     Processed User Session {'session_id': 'ce41088f-e9b9-443a-87e5-16139347db58', 'customer_number': 394, 'city': 'Fribourg', 'country': 'Switzerland', 'credit_limit': 91377, 'browse_history': [{'product_code': 'S24_1785', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S24_3420', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S700_1138', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S10_2016', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 16, 860228), 'overall_product_quantity': 29, 'overall_in_shopping_cart': 12, 'total_different_products': 5}
2025-05-25 10:09:16 root         INFO     Produced record 49663623045546746157642343619193848081838138178167373842 to Shard shardId-000000000001


2025-05-25 10:09:16 root         INFO     Read User Session {'session_id': 'bd78e469-ebe6-49a9-ad64-88d8593739e1', 'customer_number': 278, 'city': 'Genève', 'country': 'Switzerland', 'credit_limit': 61065, 'browse_history': [{'product_code': 'S24_2972', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_3029', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_4620', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49663622084674537788546153956037180179869754115487694882
2025-05-25 10:09:16 root         INFO     Processed User Session {'session_id': 'bd78e469-ebe6-49a9-ad64-88d8593739e1', 'customer_number': 278, 'city': 'Genève', 'country': 'Switzerland', 'credit_limit': 61065, 'browse_history': [{'product_code': 'S24_2972', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_3029', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_4620', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 16, 884627), 'overall_product_quantity': 24, 'overall_in_shopping_cart': 9, 'total_different_products': 4}
2025-05-25 10:09:16 root         INFO     Produced record 49663623045546746157642343619255503298638484266077388818 to Shard shardId-000000000001


2025-05-25 10:09:16 root         INFO     Read User Session {'session_id': 'e23192e2-d82e-4241-ae53-c038f58f4b83', 'customer_number': 294, 'city': 'White Plains', 'country': 'USA', 'credit_limit': 126696, 'browse_history': [{'product_code': 'S18_3482', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_2581', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S32_4289', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S700_1938', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49663622084674537788546153964968724135182637481873899554
2025-05-25 10:09:16 root         INFO     Processed User Session {'session_id': 'e23192e2-d82e-4241-ae53-c038f58f4b83', 'customer_number': 294, 'city': 'White Plains', 'country': 'USA', 'credit_limit': 126696, 'browse_history': [{'product_code': 'S18_3482', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_2581', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S32_4289', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S700_1938', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 16, 909560), 'overall_product_quantity': 21, 'overall_in_shopping_cart': 8, 'total_different_products': 4}
2025-05-25 10:09:16 root         INFO     Produced record 49663623045546746157630406813660501494901328818456231954 to Shard shardId-000000000001


2025-05-25 10:09:16 root         INFO     Read User Session {'session_id': 'b1a3e37c-b921-4b07-a26d-cc5f3027192f', 'customer_number': 273, 'city': 'San Diego', 'country': 'USA', 'credit_limit': 52175, 'browse_history': [{'product_code': 'S18_4409', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1749', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S700_4002', 'quantity': '6', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49663622084674537788546153968232823848142137490531156002
2025-05-25 10:09:16 root         INFO     Processed User Session {'session_id': 'b1a3e37c-b921-4b07-a26d-cc5f3027192f', 'customer_number': 273, 'city': 'San Diego', 'country': 'USA', 'credit_limit': 52175, 'browse_history': [{'product_code': 'S18_4409', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1749', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S700_4002', 'quantity': '6', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 16, 930619), 'overall_product_quantity': 19, 'overall_in_shopping_cart': 5, 'total_different_products': 3}
2025-05-25 10:09:16 root         INFO     Produced record 49663623045546746157630406813664128272360172705980350482 to Shard shardId-000000000001


2025-05-25 10:09:17 root         INFO     Read User Session {'session_id': '04bc85ac-f75a-41d0-92ef-ba2469952227', 'customer_number': 370, 'city': 'London', 'country': 'UK', 'credit_limit': 68647, 'browse_history': [{'product_code': 'S18_1097', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2795', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_1662', 'quantity': '3', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49663622084696838533744684573623701757013179838670831666
2025-05-25 10:09:17 root         INFO     Processed User Session {'session_id': '04bc85ac-f75a-41d0-92ef-ba2469952227', 'customer_number': 370, 'city': 'London', 'country': 'UK', 'credit_limit': 68647, 'browse_history': [{'product_code': 'S18_1097', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2795', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_1662', 'quantity': '3', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 17, 6075), 'overall_product_quantity': 12, 'overall_in_shopping_cart': 0, 'total_different_products': 3}
2025-05-25 10:09:17 root         INFO     Produced record 49663623045546746157642343619439260023219907900632727570 to Shard shardId-000000000001


2025-05-25 10:09:17 root         INFO     Read User Session {'session_id': 'c4a8e3c1-bd11-45d5-ac6a-c3d50a3863ef', 'customer_number': 107, 'city': 'Boston', 'country': 'USA', 'credit_limit': 76895, 'browse_history': [{'product_code': 'S24_2972', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_3856', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S18_3278', 'quantity': '2', 'in_shopping_cart': True}]} from Shard shardId-000000000003 at position 49663622084696838533744684573853397662739959381865005106
2025-05-25 10:09:17 root         INFO     Processed User Session {'session_id': 'c4a8e3c1-bd11-45d5-ac6a-c3d50a3863ef', 'customer_number': 107, 'city': 'Boston', 'country': 'USA', 'credit_limit': 76895, 'browse_history': [{'product_code': 'S24_2972', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_3856', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S18_3278', 'quantity': '2', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 17, 31104), 'overall_product_quantity': 18, 'overall_in_shopping_cart': 18, 'total_different_products': 3}
2025-05-25 10:09:17 root         INFO     Produced record 49663623045546746157630406813668963975638631222679175186 to Shard shardId-000000000001


2025-05-25 10:09:17 root         INFO     Read User Session {'session_id': '41922020-b66f-484d-a593-8f77dc20b414', 'customer_number': 314, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 91092, 'browse_history': [{'product_code': 'S700_1138', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2319', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S50_4713', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S12_1666', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2325', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49663622084696838533744684583532057774574683715658580018
2025-05-25 10:09:17 root         INFO     Processed User Session {'session_id': '41922020-b66f-484d-a593-8f77dc20b414', 'customer_number': 314, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 91092, 'browse_history': [{'product_code': 'S700_1138', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2319', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S50_4713', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S12_1666', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2325', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 17, 53034), 'overall_product_quantity': 35, 'overall_in_shopping_cart': 6, 'total_different_products': 5}
2025-05-25 10:09:17 root         INFO     Produced record 49663623045546746157642343619532347311330234347085103122 to Shard shardId-000000000001


2025-05-25 10:09:17 root         INFO     Read User Session {'session_id': '6193ced4-6183-448a-9eb0-468d1e318c4d', 'customer_number': 179, 'city': 'South Brisbane', 'country': 'Australia', 'credit_limit': 51691, 'browse_history': [{'product_code': 'S10_4698', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S700_2610', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000003 at position 49663622084696838533744684590472500904982272144108945458
2025-05-25 10:09:17 root         INFO     Processed User Session {'session_id': '6193ced4-6183-448a-9eb0-468d1e318c4d', 'customer_number': 179, 'city': 'South Brisbane', 'country': 'Australia', 'credit_limit': 51691, 'browse_history': [{'product_code': 'S10_4698', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S700_2610', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S24_1046', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 17, 81463), 'overall_product_quantity': 18, 'overall_in_shopping_cart': 0, 'total_different_products': 4}
2025-05-25 10:09:17 root         INFO     Produced record 49663623045546746157642343619603673934687497468392767506 to Shard shardId-000000000001


2025-05-25 10:09:17 root         INFO     Read User Session {'session_id': 'a450d090-390a-475e-b5b5-eefdefbe43ee', 'customer_number': 327, 'city': 'Burlingame', 'country': 'USA', 'credit_limit': 127790, 'browse_history': [{'product_code': 'S32_2206', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_4409', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_3148', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_1578', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000003 at position 49663622084696838533744684596392610643635113411668344882
2025-05-25 10:09:17 root         INFO     Processed User Session {'session_id': 'a450d090-390a-475e-b5b5-eefdefbe43ee', 'customer_number': 327, 'city': 'Burlingame', 'country': 'USA', 'credit_limit': 127790, 'browse_history': [{'product_code': 'S32_2206', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_4409', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S12_3148', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_1578', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 17, 107280), 'overall_product_quantity': 31, 'overall_in_shopping_cart': 13, 'total_different_products': 5}
2025-05-25 10:09:17 root         INFO     Produced record 49663623045546746157630406813675008604736704368552706066 to Shard shardId-000000000001


2025-05-25 10:09:19 root         INFO     Read User Session {'session_id': '12942429-c32b-4893-ac79-2d27f4139c70', 'customer_number': 445, 'city': 'Bruxelles', 'country': 'Belgium', 'credit_limit': 72166, 'browse_history': [{'product_code': 'S18_2957', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S24_2360', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '10', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49663622084629936298149092710276364697397977333387755522
2025-05-25 10:09:19 root         INFO     Processed User Session {'session_id': '12942429-c32b-4893-ac79-2d27f4139c70', 'customer_number': 445, 'city': 'Bruxelles', 'country': 'Belgium', 'credit_limit': 72166, 'browse_history': [{'product_code': 'S18_2957', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S24_2360', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '10', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 19, 180741), 'overall_product_quantity': 17, 'overall_in_shopping_cart': 10, 'total_different_products': 3}
2025-05-25 10:09:19 root         INFO     Produced record 49663623045524445412443812998325092904440992871267434498 to Shard shardId-000000000000


2025-05-25 10:09:19 root         INFO     Read User Session {'session_id': '5ffbb10f-7ff6-4af9-833b-5a48bd423c10', 'customer_number': 397, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 68097, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49663622084629936298149092710341646691657167308821889026
2025-05-25 10:09:19 root         INFO     Processed User Session {'session_id': '5ffbb10f-7ff6-4af9-833b-5a48bd423c10', 'customer_number': 397, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 68097, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '9', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 19, 208456), 'overall_product_quantity': 9, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-05-25 10:09:19 root         INFO     Produced record 49663623045524445412443812998345644643374441567237439490 to Shard shardId-000000000000


2025-05-25 10:09:19 root         INFO     Read User Session {'session_id': '61d6fbd3-da4f-4468-b2b6-d24bb591f759', 'customer_number': 490, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 76926, 'browse_history': [{'product_code': 'S18_1367', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S32_1374', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49663622084629936298149092711935010921909249248279396354
2025-05-25 10:09:19 root         INFO     Processed User Session {'session_id': '61d6fbd3-da4f-4468-b2b6-d24bb591f759', 'customer_number': 490, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 76926, 'browse_history': [{'product_code': 'S18_1367', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S32_1374', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '9', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 19, 230864), 'overall_product_quantity': 30, 'overall_in_shopping_cart': 13, 'total_different_products': 5}
2025-05-25 10:09:19 root         INFO     Produced record 49663623045524445412443812998348062495013670825586851842 to Shard shardId-000000000000


2025-05-25 10:09:19 root         INFO     Read User Session {'session_id': '2a6af387-455c-454f-b43d-cf4f9a62231e', 'customer_number': 269, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 110264, 'browse_history': [{'product_code': 'S18_2949', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4027', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49663622084629936298149092715827752061068356633942294530
2025-05-25 10:09:19 root         INFO     Processed User Session {'session_id': '2a6af387-455c-454f-b43d-cf4f9a62231e', 'customer_number': 269, 'city': 'Charleroi', 'country': 'Belgium', 'credit_limit': 110264, 'browse_history': [{'product_code': 'S18_2949', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_4027', 'quantity': '9', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 19, 253491), 'overall_product_quantity': 10, 'overall_in_shopping_cart': 0, 'total_different_products': 2}
2025-05-25 10:09:19 root         INFO     Produced record 49663623045524445412443812998349271420833285454761558018 to Shard shardId-000000000000


2025-05-25 10:09:19 root         INFO     Read User Session {'session_id': '00a9b63f-b964-4a5d-98dc-0b441ee34361', 'customer_number': 351, 'city': 'Glen Waverly', 'country': 'Australia', 'credit_limit': 115633, 'browse_history': [{'product_code': 'S32_3207', 'quantity': '2', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49663622084629936298149092718211753777348406053657640962
2025-05-25 10:09:19 root         INFO     Processed User Session {'session_id': '00a9b63f-b964-4a5d-98dc-0b441ee34361', 'customer_number': 351, 'city': 'Glen Waverly', 'country': 'Australia', 'credit_limit': 115633, 'browse_history': [{'product_code': 'S32_3207', 'quantity': '2', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 19, 276329), 'overall_product_quantity': 2, 'overall_in_shopping_cart': 2, 'total_different_products': 1}
2025-05-25 10:09:19 root         INFO     Produced record 49663623045524445412443812998350480346652900083936264194 to Shard shardId-000000000000


2025-05-25 10:09:19 root         INFO     Read User Session {'session_id': 'e3931a16-fd59-468c-a84c-954fbab90ec0', 'customer_number': 444, 'city': 'Allentown', 'country': 'USA', 'credit_limit': 92669, 'browse_history': [{'product_code': 'S18_2319', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_1628', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_4473', 'quantity': '1', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49663622084652237043347623425600912012925348010128310290
2025-05-25 10:09:19 root         INFO     Processed User Session {'session_id': 'e3931a16-fd59-468c-a84c-954fbab90ec0', 'customer_number': 444, 'city': 'Allentown', 'country': 'USA', 'credit_limit': 92669, 'browse_history': [{'product_code': 'S18_2319', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_1628', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_4473', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_4473', 'quantity': '1', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 19, 440725), 'overall_product_quantity': 5, 'overall_in_shopping_cart': 4, 'total_different_products': 4}
2025-05-25 10:09:19 root         INFO     Produced record 49663623045524445412431876190685797539735499489218134018 to Shard shardId-000000000000


2025-05-25 10:09:19 root         INFO     Read User Session {'session_id': '185bd135-caf0-4b05-ae29-f2e7216e6b61', 'customer_number': 403, 'city': 'Herzlia', 'country': 'Israel', 'credit_limit': 120823, 'browse_history': [{'product_code': 'S12_3380', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '10', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49663622084652237043347623444177266157123744856465735698
2025-05-25 10:09:19 root         INFO     Processed User Session {'session_id': '185bd135-caf0-4b05-ae29-f2e7216e6b61', 'customer_number': 403, 'city': 'Herzlia', 'country': 'Israel', 'credit_limit': 120823, 'browse_history': [{'product_code': 'S12_3380', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '10', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 19, 461774), 'overall_product_quantity': 15, 'overall_in_shopping_cart': 10, 'total_different_products': 2}
2025-05-25 10:09:19 root         INFO     Produced record 49663623045524445412443812998371032085586348779906269186 to Shard shardId-000000000000


2025-05-25 10:09:19 root         INFO     Read User Session {'session_id': '946b72ca-9ae0-4741-be0c-c947c866e98f', 'customer_number': 217, 'city': 'Reims', 'country': 'France', 'credit_limit': 103338, 'browse_history': [{'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1984', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S24_3191', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_1889', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49663622084674537788546153973547261751168049266684854306
2025-05-25 10:09:19 root         INFO     Processed User Session {'session_id': '946b72ca-9ae0-4741-be0c-c947c866e98f', 'customer_number': 217, 'city': 'Reims', 'country': 'France', 'credit_limit': 103338, 'browse_history': [{'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1984', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S24_3191', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_1889', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 5, 25, 10, 9, 19, 551509), 'overall_product_quantity': 27, 'overall_in_shopping_cart': 20, 'total_different_products': 5}
2025-05-25 10:09:19 root         INFO     Produced record 49663623045546746157642343621513776729678611770586955794 to Shard shardId-000000000001


